from,to,action,p(s),frequency
0,49,0,0.8,16
0,62,0,0.2,4
0,26,2,1.0,20
1,49,0,0.95,19
1,62,0,0.05,1
1,26,1,0.05,1
1,99,1,0.05,1
1,129,1,0.1,2
1,455,1,0.5,10
1,463,1,0.3,6
2,10,0,0.05,1
2,225,0,0.95,19
5,5,0,0.65,13
5,17,0,0.05,1
5,30,0,0.05,1
5,47,0,0.05,1
5,253,0,0.2,4
5,5,2,0.25,5
5,47,2,0.05,1
5,60,2,0.4,8
5,253,2,0.3,6
7,54,0,1.0,20
7,401,1,0.05,1
7,413,1,0.15,3
7,476,1,0.5,10
7,480,1,0.25,5
7,486,1,0.05,1
8,25,5,1.0,20
9,290,0,1.0,20
11,12,0,0.05,1
11,34,0,0.3,6
11,289,0,0.5,10
11,420,0,0.15,3
12,12,0,0.05,1
12,34,0,0.05,1
12,289,0,0.55,11
12,384,0,0.05,1
12,417,0,0.2,4
12,420,0,0.1,2
14,20,0,1.0,20
14,20,1,0.1,2
14,52,1,0.55,11
14,85,1,0.25,5
14,461,1,0.05,1
14,482,1,0.05,1
14,14,3,0.8,16
14,43,3,0.2,4
19,19,1,0.45,9
19,99,1,0.45,9
19,129,1,0.1,2
19,233,5,0.05,1
19,248,5,0.4,8
19,286,5,0.1,2
19,464,5,0.45,9
20,14,3,0.95,19
20,43,3,0.05,1
25,99,1,0.2,4
25,129,1,0.8,16
25,26,2,1.0,20
26,49,2,1.0,20
27,20,0,0.95,19
27,54,0,0.05,1
27,482,1,0.15,3
27,484,1,0.8,16
27,489,1,0.05,1
29,218,0,0.95,19
29,219,0,0.05,1
29,29,3,0.95,19
29,124,3,0.05,1
31,17,0,1.0,20
32,40,0,1.0,20
35,17,0,0.95,19
35,32,0,0.05,1
35,69,1,1.0,20
38,18,0,1.0,20
39,39,1,0.3,6
39,129,1,0.7,14
39,39,5,0.6,12
39,129,5,0.4,8
40,40,0,1.0,20
42,53,0,0.4,8
42,59,0,0.25,5
42,289,0,0.05,1
42,417,0,0.3,6
43,14,0,0.1,2
43,20,0,0.9,18
43,85,1,0.85,17
43,461,1,0.15,3
43,43,3,1.0,20
45,209,0,0.95,19
45,365,0,0.05,1
45,458,1,0.6,12
45,491,1,0.3,6
45,495,1,0.1,2
45,45,3,0.15,3
45,50,3,0.85,17
46,2,0,0.1,2
