from,to,action,p(s),frequency
0,219,3,0.35,7
0,448,3,0.05,1
0,1720,3,0.55,11
0,1721,3,0.05,1
0,0,4,0.9,18
0,231,4,0.1,2
1,1587,2,0.05,1
1,1592,2,0.9,18
1,1671,2,0.05,1
2,49,1,0.55,11
2,292,1,0.15,3
2,298,1,0.15,3
2,467,1,0.15,3
2,1592,2,0.85,17
2,1633,2,0.05,1
2,1648,2,0.05,1
2,1671,2,0.05,1
4,3,1,0.55,11
4,88,1,0.05,1
4,230,1,0.15,3
4,819,1,0.25,5
4,84,3,0.85,17
4,121,3,0.15,3
4,4,4,0.65,13
4,521,4,0.35,7
5,197,2,0.15,3
5,221,2,0.25,5
5,1037,2,0.2,4
5,1093,2,0.05,1
5,1921,2,0.05,1
5,2096,2,0.25,5
5,2774,2,0.05,1
6,1592,2,1.0,20
7,243,2,0.9,18
7,2109,2,0.1,2
8,8,0,0.05,1
8,539,0,0.2,4
8,2203,0,0.75,15
8,1601,1,0.1,2
8,2203,1,0.9,18
8,8,3,0.8,16
8,110,3,0.2,4
8,8,4,0.75,15
8,110,4,0.25,5
10,24,2,0.1,2
10,853,2,0.1,2
10,901,2,0.05,1
10,1349,2,0.05,1
10,2239,2,0.05,1
10,2263,2,0.05,1
10,2264,2,0.05,1
10,2266,2,0.1,2
10,2463,2,0.1,2
10,2588,2,0.1,2
10,2618,2,0.05,1
10,2834,2,0.05,1
10,2869,2,0.05,1
10,3256,2,0.05,1
10,3257,2,0.05,1
12,12,1,0.65,13
12,55,1,0.3,6
12,1012,1,0.05,1
12,84,3,0.1,2
12,99,3,0.25,5
12,121,3,0.05,1
12,134,3,0.5,10
12,448,3,0.05,1
12,1602,3,0.05,1
15,1502,2,0.05,1
15,1587,2,0.25,5
15,1592,2,0.7,14
18,1611,0,0.6,12
18,1806,0,0.4,8
18,18,1,0.5,10
18,191,1,0.5,10
18,1567,2,1.0,20
18,18,4,0.55,11
18,135,4,0.45,9
18,18,5,0.7,14
18,135,5,0.3,6
19,765,1,0.3,6
19,792,1,0.7,14
19,759,2,0.3157894736842105,6
19,1604,2,0.6842105263157895,13
19,19,4,0.7894736842105263,15
19,217,4,0.21052631578947367,4
23,23,0,0.9166666666666666,11
23,716,0,0.08333333333333333,1
23,23,1,1.0,2
23,48,2,1.0,10
23,23,4,0.8571428571428571,6
23,716,4,0.14285714285714285,1
23,2901,5,1.0,4
25,171,2,0.1,2
25,523,2,0.05,1
25,597,2,0.15,3
25,949,2,0.05,1
25,986,2,0.05,1
25,1054,2,0.05,1
25,1219,2,0.05,1
25,1709,2,0.1,2
25,1748,2,0.15,3
25,1779,2,0.05,1
25,1810,2,0.1,2
25,1877,2,0.1,2
29,29,0,0.5,3
29,209,0,0.5,3
29,2110,1,1.0,4
29,1159,2,0.25,1
29,2076,2,0.75,3
