from,to,action,p(s),frequency
1,11,2,1.0,10
3,246,1,0.6,6
3,543,1,0.4,4
3,143,2,0.6,6
3,146,2,0.4,4
7,524,1,0.2,2
7,546,1,0.8,8
7,523,2,0.8,8
7,544,2,0.1,1
7,595,2,0.1,1
7,7,4,0.6,6
7,46,4,0.4,4
8,8,5,0.7,7
8,9,5,0.3,3
13,509,5,0.9,9
13,513,5,0.1,1
16,16,0,0.9,9
16,78,0,0.1,1
16,78,1,0.9,9
16,85,1,0.1,1
17,17,0,0.7,7
17,58,0,0.3,3
22,453,1,0.9,9
22,454,1,0.1,1
22,75,2,0.2,2
22,147,2,0.8,8
23,301,1,0.7,7
23,547,1,0.3,3
29,303,1,1.0,10
29,11,2,1.0,10
29,29,3,0.9,9
29,62,3,0.1,1
29,29,4,1.0,10
31,301,1,0.5,5
31,547,1,0.4,4
31,676,1,0.1,1
31,78,2,0.5,5
31,368,2,0.4,4
31,718,2,0.1,1
33,372,1,0.2,2
33,408,1,0.8,8
40,23,0,0.3,3
40,40,0,0.7,7
40,547,1,0.4,4
40,676,1,0.6,6
42,517,1,0.6,6
42,538,1,0.4,4
43,262,1,0.1,1
43,538,1,0.9,9
45,320,2,0.1,1
45,472,2,0.9,9
46,408,1,0.4,4
46,524,1,0.6,6
46,231,2,0.2,2
46,544,2,0.1,1
46,551,2,0.3,3
46,566,2,0.2,2
46,590,2,0.1,1
46,593,2,0.1,1
46,33,4,0.4,4
46,46,4,0.6,6
48,320,2,1.0,10
49,2,0,0.6,6
49,49,0,0.4,4
49,246,1,0.5,5
49,543,1,0.5,5
50,30,0,0.1,1
50,50,0,0.8,8
50,59,0,0.1,1
53,372,1,1.0,10
53,231,2,0.1,1
53,472,2,0.9,9
59,392,1,0.2,2
59,467,1,0.8,8
62,303,1,0.3,3
62,517,1,0.7,7
62,11,2,0.2,2
62,221,2,0.7,7
62,540,2,0.1,1
62,29,3,0.3,3
62,62,3,0.7,7
62,29,4,0.6,6
62,62,4,0.4,4
62,29,5,0.2,2
62,62,5,0.8,8
64,220,1,0.2,2
64,454,1,0.7,7
64,545,1,0.1,1
65,65,5,0.9,9
65,573,5,0.1,1
67,247,0,0.1,1
67,621,0,0.8,8
67,622,0,0.1,1
67,456,1,0.7,7
67,616,1,0.3,3
68,517,1,0.2,2
68,538,1,0.8,8
68,156,2,0.6,6
68,221,2,0.2,2
68,539,2,0.1,1
68,602,2,0.1,1
68,62,3,0.1,1
68,68,3,0.9,9
68,62,4,0.4,4
68,68,4,0.5,5
68,298,4,0.1,1
70,63,5,0.3,3
70,70,5,0.6,6
70,127,5,0.1,1
74,303,1,0.4,4
74,517,1,0.6,6
74,11,2,0.2,2
74,221,2,0.6,6
74,539,2,0.1,1
74,568,2,0.1,1
74,74,4,1.0,10
78,78,1,1.0,10
80,73,0,0.7,7
80,80,0,0.3,3
80,73,1,0.4,4
80,134,1,0.5,5
80,216,1,0.1,1
82,547,1,0.2,2
82,676,1,0.8,8
82,31,4,0.1,1
82,82,4,0.9,9
83,524,1,0.2,2
83,546,1,0.8,8
83,523,2,0.6,6
83,544,2,0.3,3
83,595,2,0.1,1
83,38,4,0.3,3
83,83,4,0.7,7
87,91,0,0.1,1
87,518,0,0.9,9
88,88,0,1.0,10
90,85,0,0.1,1
90,90,0,0.9,9
91,518,0,1.0,6
91,87,1,0.8571428571428571,6
91,251,1,0.14285714285714285,1
91,87,4,0.125,1
91,91,4,0.875,7
91,91,5,0.7142857142857143,5
91,505,5,0.2857142857142857,2
92,92,0,1.0,10
92,392,1,1.0,10
93,26,4,0.1,1
93,93,4,0.9,9
94,4,5,0.2,2
94,94,5,0.7,7
94,125,5,0.1,1
95,518,0,0.8,8
95,978,0,0.2,2
98,318,0,0.2857142857142857,2
98,373,0,0.7142857142857143,5
98,680,1,0.2857142857142857,2
98,728,1,0.7142857142857143,5
98,138,2,0.3333333333333333,1
98,139,2,0.3333333333333333,1
98,985,2,0.3333333333333333,1
98,98,4,0.14285714285714285,1
98,106,4,0.8571428571428571,6
99,115,0,1.0,10
101,141,0,0.6,6
101,149,0,0.3,3
101,317,0,0.1,1
101,614,1,0.14285714285714285,1
101,678,1,0.5714285714285714,4
101,815,1,0.2857142857142857,2
101,238,2,0.16666666666666666,1
101,504,2,0.8333333333333334,5
101,101,3,0.5,5
101,107,3,0.4,4
101,140,3,0.1,1
101,101,4,0.9,9
101,107,4,0.1,1
103,706,5,0.9,9
103,955,5,0.1,1
106,545,1,0.8,8
106,680,1,0.1,1
106,728,1,0.1,1
107,262,1,0.9,9
107,815,1,0.1,1
107,263,2,1.0,10
107,43,4,0.7,7
107,107,4,0.3,3
108,337,5,0.6,6
108,349,5,0.4,4
110,14,1,1.0,10
110,79,2,0.2,2
110,117,2,0.8,8
111,111,0,0.6,6
111,241,0,0.3,3
111,369,0,0.1,1
115,115,0,1.0,8
115,660,5,1.0,6
117,70,2,0.2,2
117,127,2,0.8,8
117,117,5,1.0,10
118,337,5,0.4,4
118,338,5,0.5,5
118,816,5,0.1,1
123,635,5,1.0,10
124,64,0,0.3,3
124,124,0,0.7,7
124,220,1,0.6,6
124,545,1,0.4,4
124,64,5,0.3,3
124,124,5,0.7,7
125,116,2,0.3,3
125,119,2,0.6,6
125,345,2,0.1,1
125,94,5,0.1,1
125,125,5,0.9,9
126,301,1,1.0,7
126,78,2,0.6,3
126,259,2,0.4,2
126,57,4,1.0,6
127,70,2,0.2,2
127,127,2,0.7,7
127,611,2,0.1,1
127,127,5,0.9,9
127,611,5,0.1,1
128,151,0,0.1,1
128,653,0,0.9,9
130,61,1,0.9,9
130,220,1,0.1,1
130,73,2,0.1,1
130,114,2,0.7,7
130,134,2,0.1,1
130,499,2,0.1,1
132,61,1,0.9,9
132,220,1,0.1,1
132,114,2,0.9,9
132,499,2,0.1,1
133,133,0,1.0,10
133,220,1,1.0,10
134,73,1,0.1,1
134,134,1,0.9,9
135,220,1,1.0,10
136,220,1,0.9,9
136,454,1,0.1,1
136,134,2,0.7,7
136,216,2,0.3,3
136,136,4,0.9,9
136,218,4,0.1,1
140,614,1,0.3333333333333333,2
140,678,1,0.6666666666666666,4
140,504,2,0.4444444444444444,4
140,677,2,0.2222222222222222,2
140,814,2,0.1111111111111111,1
140,834,2,0.1111111111111111,1
140,835,2,0.1111111111111111,1
143,143,0,0.2,2
143,146,0,0.8,8
143,143,1,0.8,8
143,457,1,0.2,2
143,433,2,0.9,9
143,617,2,0.1,1
144,538,1,0.2,1
144,813,1,0.8,4
144,156,2,0.3333333333333333,2
144,620,2,0.6666666666666666,4
144,68,3,0.6,3
144,298,3,0.4,2
144,42,4,0.25,2
144,144,4,0.75,6
145,622,0,0.8333333333333334,5
145,623,0,0.16666666666666666,1
145,145,2,0.75,3
145,1017,2,0.25,1
146,143,1,1.0,10
146,146,4,1.0,10
148,408,1,1.0,10
148,231,2,0.6,6
148,654,2,0.4,4
148,33,3,0.3,3
148,296,3,0.7,7
149,77,0,1.0,1
149,262,1,0.6666666666666666,2
149,815,1,0.3333333333333333,1
149,238,2,0.75,3
149,997,2,0.25,1
150,977,2,1.0,8
151,151,0,0.9,9
151,153,0,0.1,1
153,153,0,0.6666666666666666,6
153,154,0,0.3333333333333333,3
153,157,1,0.2,1
153,844,1,0.2,1
153,861,1,0.6,3
156,503,1,0.375,3
156,970,1,0.625,5
156,157,2,0.8,4
156,480,2,0.2,1
156,156,4,0.5714285714285714,4
156,221,4,0.42857142857142855,3
160,30,0,0.6,6
160,160,0,0.4,4
160,301,1,1.0,10
164,318,0,0.5,3
164,727,0,0.5,3
164,680,1,0.3333333333333333,3
164,762,1,0.6666666666666666,6
164,138,2,0.3333333333333333,2
164,501,2,0.3333333333333333,2
164,797,2,0.3333333333333333,2
164,98,4,0.16666666666666666,1
164,164,4,0.6666666666666666,4
164,185,4,0.16666666666666666,1
171,846,1,1.0,1
171,165,4,1.0,1
174,649,1,1.0,10
174,630,2,0.9,9
174,631,2,0.1,1
177,671,1,1.0,10
177,634,2,1.0,10
177,177,4,1.0,10
178,166,2,0.1,1
178,650,2,0.8,8
178,744,2,0.1,1
181,181,0,1.0,10
181,624,1,0.3,3
181,698,1,0.7,7
182,606,1,1.0,10
184,627,2,0.5,5
184,633,2,0.4,4
184,742,2,0.1,1
185,495,0,0.9,9
185,727,0,0.1,1
185,689,1,0.8,8
185,762,1,0.2,2
185,501,2,0.9,9
185,797,2,0.1,1
185,164,4,0.2,2
185,185,4,0.8,8
188,188,0,1.0,10
188,606,1,1.0,10
190,649,1,1.0,10
190,630,2,0.9,9
190,631,2,0.1,1
190,190,3,1.0,10
190,190,4,1.0,10
191,682,5,0.7,7
191,688,5,0.2,2
191,766,5,0.1,1
196,196,0,1.0,10
196,624,1,1.0,10
196,196,4,1.0,10
196,196,5,1.0,10
204,333,2,0.1,1
204,627,2,0.8,8
204,633,2,0.1,1
206,649,1,0.3333333333333333,1
206,801,1,0.6666666666666666,2
206,630,2,1.0,1
206,206,4,1.0,2
207,328,0,1.0,1
207,790,1,1.0,1
208,208,0,1.0,1
208,804,1,0.6666666666666666,2
208,954,1,0.3333333333333333,1
208,327,4,1.0,1
209,650,2,0.5,1
209,669,2,0.5,1
211,188,0,0.1,1
211,196,0,0.9,9
211,606,1,0.1,1
211,624,1,0.9,9
212,845,1,0.5,1
212,847,1,0.5,1
212,633,2,0.4,2
212,644,2,0.6,3
212,189,4,0.6,3
212,212,4,0.4,2
213,667,1,1.0,1
213,289,2,1.0,1
219,99,0,0.3333333333333333,1
219,233,0,0.6666666666666666,2
219,730,5,1.0,5
220,220,1,1.0,10
220,220,5,1.0,10
221,221,1,0.1,1
221,503,1,0.9,9
221,152,2,0.2,2
221,480,2,0.8,8
221,11,4,0.2,2
221,221,4,0.8,8
222,125,1,0.6666666666666666,2
