from,to,action,p(s),frequency
0,69,0,0.46633416458852867,187
0,235,0,0.38403990024937656,154
0,71,0,0.014962593516209476,6
0,0,5,0.02743142144638404,11
0,0,2,0.0024937655860349127,1
0,95,0,0.02743142144638404,11
0,486,5,0.04488778054862843,18
0,921,1,0.0024937655860349127,1
0,1012,1,0.0024937655860349127,1
0,323,0,0.004987531172069825,2
0,665,0,0.004987531172069825,2
0,126,0,0.007481296758104738,3
0,231,4,0.0024937655860349127,1
0,231,5,0.0024937655860349127,1
0,719,0,0.0024937655860349127,1
0,1648,5,0.0024937655860349127,1
1,50,5,0.6376555823890024,6865
1,1,5,0.05173694965632547,557
1,1,0,0.03473899312650938,374
1,1,4,0.005758870518298346,62
1,77,5,0.01718372654653539,185
1,77,0,0.011053315994798439,119
1,77,4,0.001114620100315809,12
1,20,5,0.20620471855842468,2220
1,54,5,0.016812186513096787,181
1,67,5,0.005480215493219394,59
1,259,0,0.000371540033438603,4
1,259,5,0.0010217350919561584,11
1,157,3,0.00027865502507895226,3
1,65,3,0.0012075051086754597,13
1,93,3,0.004179825376184284,45
1,86,1,0.0006501950585175553,7
1,15,1,0.0012075051086754597,13
1,36,5,0.0021363551922719674,23
1,36,0,0.0008359650752368568,9
1,36,4,0.0001857700167193015,2
1,311,3,9.288500835965076e-05,1
1,347,0,9.288500835965076e-05,1
2,67,5,0.11633663366336634,47
2,217,5,0.4777227722772277,193
2,210,5,0.2004950495049505,81
2,259,5,0.019801980198019802,8
2,259,0,0.009900990099009901,4
2,259,4,0.0024752475247524753,1
2,2,5,0.07673267326732673,31
2,2,0,0.009900990099009901,4
2,2,4,0.0024752475247524753,1
2,207,4,0.0049504950495049506,2
2,207,5,0.0297029702970297,12
2,207,0,0.017326732673267328,7
2,644,3,0.0049504950495049506,2
2,19,5,0.017326732673267328,7
2,157,3,0.0024752475247524753,1
2,65,3,0.0024752475247524753,1
2,292,1,0.0024752475247524753,1
2,49,1,0.0024752475247524753,1
3,56,2,0.006352941176470588,27
3,55,2,0.5331764705882353,2266
3,84,0,0.07929411764705882,337
3,3,5,0.11905882352941176,506
3,3,1,0.002823529411764706,12
3,3,4,0.013647058823529411,58
3,132,2,0.001176470588235294,5
3,124,2,0.008705882352941176,37
3,147,2,0.06964705882352941,296
3,176,2,0.01411764705882353,60
3,4,0,0.026823529411764704,114
3,231,2,0.03294117647058824,140
3,121,0,0.00611764705882353,26
3,12,2,0.050352941176470586,214
3,99,2,0.010352941176470589,44
3,99,0,0.00023529411764705883,1
3,99,3,0.0007058823529411765,3
3,472,2,0.004470588235294118,19
3,0,2,0.003058823529411765,13
3,819,5,0.004,17
3,819,1,0.00047058823529411766,2
3,819,4,0.00023529411764705883,1
3,837,2,0.0009411764705882353,4
3,521,0,0.002823529411764706,12
3,980,2,0.001411764705882353,6
3,675,2,0.001176470588235294,5
3,1021,2,0.001176470588235294,5
3,184,2,0.001411764705882353,6
3,445,0,0.00047058823529411766,2
3,1087,2,0.00047058823529411766,2
3,1074,2,0.001411764705882353,6
3,1398,2,0.00023529411764705883,1
3,662,2,0.00023529411764705883,1
3,2381,2,0.00023529411764705883,1
3,739,2,0.00023529411764705883,1
4,0,2,0.055089820359281436,46
4,12,2,0.615568862275449,514
4,184,2,0.017964071856287425,15
4,240,2,0.02035928143712575,17
4,4,2,0.0718562874251497,60
4,4,0,0.015568862275449102,13
4,4,5,0.013173652694610778,11
4,316,5,0.00718562874251497,6
4,140,2,0.08982035928143713,75
4,111,5,0.023952095808383235,20
4,486,2,0.00718562874251497,6
4,132,2,0.03592814371257485,30
4,728,2,0.0011976047904191617,1
4,330,2,0.003592814371257485,3
4,980,2,0.003592814371257485,3
4,662,2,0.008383233532934131,7
4,536,2,0.0011976047904191617,1
4,863,2,0.0011976047904191617,1
4,278,2,0.0023952095808383233,2
4,521,5,0.0011976047904191617,1
4,521,0,0.0011976047904191617,1
4,1555,2,0.0011976047904191617,1
4,2067,2,0.0011976047904191617,1
5,5,4,0.08816521048451152,111
5,5,5,0.2994440031771247,377
5,5,1,0.019062748212867357,24
5,40,5,0.22478157267672755,283
5,40,4,0.03494837172359015,44
5,83,0,0.0659253375694996,83
5,83,3,0.051628276409849086,65
5,27,0,0.015885623510722795,20
5,27,3,0.009531374106433678,12
5,127,4,0.011914217633042097,15
5,127,5,0.04765687053216839,60
5,16,3,0.025416997617156472,32
5,16,0,0.02779984114376489,35
5,260,1,0.0015885623510722795,2
5,100,1,0.020651310563939634,26
5,103,1,0.030182684670373314,38
5,706,1,0.0015885623510722795,2
5,143,5,0.010325655281969817,13
