from,to,action,p(s),frequency
8,384,2,0.9,9
8,1248,2,0.1,1
16,986,5,0.7,7
16,1973,5,0.3,3
23,23,0,0.2,2
23,240,0,0.8,8
23,1956,3,0.4,4
23,1997,3,0.1,1
23,2152,3,0.5,5
38,1078,2,1.0,10
40,1077,3,1.0,10
49,25,2,1.0,10
58,231,2,0.1,1
58,285,2,0.9,9
58,58,4,1.0,10
62,8,4,0.1,1
62,62,4,0.6,6
62,220,4,0.3,3
73,73,4,1.0,10
79,1277,3,0.1,1
79,2183,3,0.9,9
80,958,3,0.3333333333333333,2
80,1077,3,0.5,3
80,2850,3,0.16666666666666666,1
80,1580,5,0.3333333333333333,1
80,2570,5,0.6666666666666666,2
81,81,0,1.0,10
95,110,2,0.4,4
95,2032,2,0.5,5
95,2034,2,0.1,1
97,97,0,0.1,1
97,121,0,0.8,8
97,371,0,0.1,1
101,73,3,1.0,5
102,1365,0,1.0,10
103,197,0,0.4,4
103,222,0,0.3,3
103,311,0,0.2,2
103,2171,0,0.1,1
103,103,2,0.3,3
103,139,2,0.3,3
103,508,2,0.4,4
109,132,3,0.6,6
109,958,3,0.1,1
109,2185,3,0.1,1
109,2290,3,0.1,1
109,2316,3,0.1,1
109,109,5,0.6,6
109,293,5,0.4,4
120,951,3,0.1,1
120,1990,3,0.9,9
121,323,0,0.3,3
121,405,0,0.7,7
130,1442,3,1.0,10
148,1872,2,1.0,10
148,148,4,1.0,10
149,102,0,0.7,7
149,149,0,0.3,3
161,161,2,1.0,10
165,221,2,0.1,1
165,231,2,0.9,9
165,165,4,0.9,9
165,619,4,0.1,1
171,70,2,0.4,4
171,171,2,0.6,6
173,211,2,1.0,5
174,238,3,0.7,7
174,240,3,0.1,1
174,481,3,0.2,2
177,2056,3,1.0,10
177,177,5,1.0,10
178,808,3,0.1,1
178,1151,3,0.9,9
179,1749,3,0.2,2
179,1998,3,0.8,8
179,179,5,0.8,8
179,191,5,0.2,2
184,1749,3,0.9,9
184,1882,3,0.1,1
184,184,5,0.3,3
184,208,5,0.7,7
186,815,1,0.1,1
186,1898,1,0.9,9
186,384,2,0.9,9
186,1248,2,0.1,1
186,186,3,0.2,2
186,243,3,0.8,8
186,186,4,0.8,8
186,1360,4,0.2,2
186,186,5,0.9,9
186,810,5,0.1,1
188,1154,2,0.1,1
188,1883,2,0.9,9
189,1441,3,0.1,1
189,1442,3,0.9,9
189,189,5,0.1,1
189,308,5,0.9,9
190,958,3,0.7,7
190,1077,3,0.3,3
194,2035,3,1.0,10
194,185,5,1.0,10
198,198,2,0.9,9
198,207,2,0.1,1
199,2208,3,1.0,10
199,199,5,1.0,10
200,1087,3,0.1,1
200,1151,3,0.9,9
200,200,4,0.9,9
200,1422,4,0.1,1
203,13,0,0.1,1
203,323,0,0.1,1
203,366,0,0.1,1
203,405,0,0.7,7
206,365,3,0.3,3
206,481,3,0.6,6
206,960,3,0.1,1
206,2009,5,0.1,1
206,2020,5,0.7,7
206,2057,5,0.2,2
207,188,0,0.25,2
207,781,0,0.5,4
207,1239,0,0.25,2
207,198,2,0.8,4
207,207,2,0.2,1
208,208,5,0.7,7
208,331,5,0.3,3
211,211,2,1.0,10
212,23,3,0.4,4
212,240,3,0.5,5
212,2553,3,0.1,1
214,1952,3,1.0,10
216,384,2,0.75,3
216,1248,2,0.25,1
216,216,4,0.3333333333333333,2
216,241,4,0.6666666666666666,4
217,221,2,0.9,9
217,231,2,0.1,1
220,221,2,0.8,8
220,231,2,0.2,2
221,221,2,0.7,7
221,231,2,0.3,3
222,222,0,0.8,8
222,311,0,0.1,1
222,2171,0,0.1,1
222,483,2,0.3,3
222,596,2,0.3,3
222,817,2,0.4,4
222,222,5,0.4,4
222,311,5,0.6,6
223,221,2,0.5,5
223,231,2,0.5,5
231,221,2,0.4,4
231,231,2,0.6,6
231,221,4,0.1,1
231,231,4,0.9,9
231,221,5,0.5,5
231,231,5,0.5,5
238,1956,3,0.4,4
238,2279,3,0.4,4
238,2480,3,0.1,1
238,2482,3,0.1,1
238,238,5,0.3,3
238,240,5,0.5,5
238,1128,5,0.2,2
239,239,4,0.9,9
239,243,4,0.1,1
240,240,1,0.3333333333333333,2
240,365,1,0.3333333333333333,2
240,1500,1,0.3333333333333333,2
240,2278,3,1.0,4
240,365,5,0.6666666666666666,2
240,2095,5,0.3333333333333333,1
241,1248,2,1.0,3
241,216,4,0.2,1
241,241,4,0.6,3
241,1506,4,0.2,1
241,216,5,1.0,1
244,23,3,1.0,10
245,26,5,0.1,1
245,245,5,0.1,1
245,1580,5,0.8,8
254,363,0,0.6,6
254,394,0,0.2,2
254,834,0,0.1,1
254,885,0,0.1,1
257,883,0,1.0,3
261,1249,2,0.3,3
261,1986,2,0.6,6
261,2177,2,0.1,1
261,261,4,0.9,9
261,338,4,0.1,1
270,399,2,0.4,4
270,610,2,0.4,4
270,1385,2,0.2,2
271,555,3,1.0,10
271,271,4,1.0,10
284,8,1,0.8,8
284,62,1,0.2,2
284,342,2,0.9,9
284,1872,2,0.1,1
284,346,3,0.8,8
284,1151,3,0.2,2
284,200,4,0.3,3
284,284,4,0.7,7
288,58,4,0.3333333333333333,1
288,288,4,0.6666666666666666,2
292,2038,5,0.8,8
292,2039,5,0.2,2
293,61,5,0.6,6
293,293,5,0.4,4
295,2038,5,0.4,4
295,2039,5,0.6,6
300,8,1,0.6,6
300,300,1,0.4,4
300,384,2,0.5,5
300,1230,2,0.5,5
300,8,4,0.7,7
300,300,4,0.3,3
310,238,3,0.4,4
310,240,3,0.6,6
310,2020,5,0.5,5
310,2057,5,0.5,5
311,222,0,0.4,4
311,311,0,0.6,6
311,596,2,0.9,9
311,817,2,0.1,1
312,312,2,0.9,9
312,1249,2,0.1,1
318,247,3,0.5,5
318,307,3,0.1,1
318,892,3,0.3,3
318,943,3,0.1,1
318,318,4,0.5,5
318,600,4,0.5,5
323,323,3,0.9,9
323,560,3,0.1,1
324,323,0,0.1,1
324,1061,0,0.2,2
324,1208,0,0.4,4
324,1418,0,0.3,3
328,1277,3,0.2,2
328,1990,3,0.2,2
328,2183,3,0.6,6
329,1441,3,0.25,1
329,1442,3,0.5,2
329,2874,3,0.25,1
329,355,5,1.0,1
330,336,3,0.1,1
330,513,3,0.1,1
330,572,3,0.7,7
330,1081,3,0.1,1
330,330,4,0.6,6
330,583,4,0.2,2
330,1210,4,0.2,2
331,1998,3,1.0,10
338,635,1,0.6,6
338,1079,1,0.4,4
338,221,2,0.1,1
338,342,2,0.1,1
338,1249,2,0.1,1
338,1983,2,0.1,1
338,1988,2,0.1,1
338,2094,2,0.1,1
338,2177,2,0.4,4
338,338,3,0.9,9
338,555,3,0.1,1
338,338,4,0.9,9
338,393,4,0.1,1
340,951,3,0.2,2
340,1990,3,0.8,8
353,1079,1,1.0,10
353,1872,2,1.0,10
353,1151,3,0.8888888888888888,8
353,1873,3,0.1111111111111111,1
353,353,4,1.0,10
362,1042,3,0.4,4
362,1277,3,0.6,6
362,1991,5,0.4,4
362,2036,5,0.4,4
362,2090,5,0.2,2
365,1957,3,0.9,9
365,2479,3,0.1,1
365,481,5,1.0,10
368,73,0,0.1,1
368,375,0,0.9,9
370,2642,3,1.0,3
370,55,5,0.16666666666666666,1
370,190,5,0.16666666666666666,1
370,931,5,0.6666666666666666,4
373,286,1,0.1,1
373,373,1,0.9,9
373,373,3,0.1,1
373,1442,3,0.9,9
373,566,5,0.9,9
373,1077,5,0.1,1
376,1,5,0.2,2
376,376,5,0.8,8
378,1078,2,0.1,1
378,2653,2,0.5,5
378,2777,2,0.2,2
378,2814,2,0.2,2
383,635,1,0.9,9
383,1079,1,0.1,1
385,1989,3,1.0,10
386,202,2,0.1,1
386,386,2,0.9,9
397,397,0,1.0,2
397,1601,2,0.5,1
397,1673,2,0.5,1
397,457,3,0.6666666666666666,2
397,472,3,0.3333333333333333,1
