from,to,action,p(s),frequency
1,11,2,1.0,20
3,246,1,0.35,7
3,614,1,0.65,13
3,143,2,0.8,16
3,146,2,0.2,4
7,595,1,0.2,4
7,622,1,0.8,16
7,546,2,0.15,3
7,547,2,0.85,17
7,7,4,0.7,14
7,46,4,0.3,6
8,8,5,0.8,16
8,9,5,0.2,4
13,509,5,0.9,18
13,513,5,0.1,2
16,16,0,0.85,17
16,90,0,0.15,3
16,78,1,0.85,17
16,85,1,0.1,2
16,259,1,0.05,1
17,17,0,1.0,20
22,453,1,0.85,17
22,454,1,0.15,3
22,75,2,0.25,5
22,147,2,0.7,14
22,645,2,0.05,1
23,301,1,0.6,12
23,625,1,0.4,8
29,303,1,0.95,19
29,517,1,0.05,1
29,11,2,1.0,20
29,29,3,0.95,19
29,62,3,0.05,1
29,29,4,0.9,18
29,62,4,0.1,2
31,301,1,0.65,13
31,625,1,0.35,7
31,78,2,0.6,12
31,368,2,0.4,8
33,372,1,0.25,5
33,408,1,0.75,15
40,23,0,0.05,1
40,40,0,0.95,19
40,625,1,0.25,5
40,685,1,0.75,15
42,517,1,0.2,4
42,559,1,0.75,15
42,660,1,0.05,1
43,262,1,0.35,7
43,559,1,0.65,13
45,231,2,0.05,1
45,472,2,0.95,19
46,408,1,0.4,8
46,595,1,0.6,12
46,231,2,0.4,8
46,546,2,0.3,6
46,560,2,0.15,3
46,561,2,0.15,3
46,33,4,0.5,10
46,46,4,0.5,10
48,320,2,1.0,20
49,2,0,0.45,9
49,49,0,0.55,11
49,246,1,0.4,8
49,614,1,0.6,12
50,50,0,1.0,20
53,237,1,0.05,1
53,372,1,0.95,19
53,472,2,1.0,20
59,467,1,1.0,20
62,303,1,0.3,6
62,517,1,0.7,14
62,11,2,0.5,10
62,221,2,0.5,10
62,29,3,0.35,7
62,62,3,0.65,13
62,29,4,0.35,7
62,62,4,0.6,12
62,518,4,0.05,1
62,29,5,0.25,5
62,62,5,0.75,15
64,220,1,0.4,8
64,454,1,0.55,11
64,726,1,0.05,1
65,65,5,0.85,17
65,727,5,0.15,3
67,535,0,0.35,7
67,761,0,0.65,13
67,456,1,0.4,8
67,788,1,0.6,12
68,517,1,0.2,4
68,559,1,0.8,16
68,156,2,0.8,16
68,221,2,0.05,1
68,309,2,0.05,1
68,785,2,0.1,2
68,62,3,0.2,4
68,68,3,0.8,16
68,62,4,0.35,7
68,68,4,0.65,13
70,63,5,0.2,4
70,70,5,0.8,16
74,303,1,0.3,6
74,517,1,0.7,14
74,11,2,0.3,6
74,221,2,0.6,12
74,503,2,0.05,1
74,675,2,0.05,1
74,1,4,0.2,4
74,74,4,0.75,15
74,394,4,0.05,1
78,78,1,1.0,20
80,73,0,0.4,8
80,80,0,0.6,12
80,73,1,0.4,8
80,134,1,0.6,12
82,625,1,0.15,3
82,685,1,0.85,17
82,82,4,1.0,20
83,595,1,0.35,7
83,622,1,0.65,13
83,546,2,0.2,4
83,547,2,0.8,16
83,38,4,0.35,7
83,83,4,0.65,13
87,91,0,0.25,5
87,626,0,0.7,14
87,629,0,0.05,1
88,88,0,0.95,19
88,308,0,0.05,1
90,85,0,0.05,1
90,90,0,0.95,19
91,626,0,1.0,6
91,87,1,1.0,9
91,87,4,0.125,1
91,91,4,0.875,7
91,91,5,0.4,2
91,505,5,0.6,3
92,92,0,1.0,20
92,301,1,0.05,1
92,392,1,0.95,19
93,93,4,1.0,20
94,4,5,0.25,5
94,94,5,0.7,14
94,125,5,0.05,1
95,626,0,1.0,3
98,318,0,0.375,3
98,373,0,0.625,5
