from,to,action,p(s),frequency
1,716,0,0.8181818181818182,9
1,880,0,0.18181818181818182,2
1,3718,1,0.625,5
1,3719,1,0.375,3
3,983,0,1.0,30
3,1291,1,0.36666666666666664,11
3,1552,1,0.03333333333333333,1
3,2615,1,0.3333333333333333,10
3,3113,1,0.16666666666666666,5
3,3115,1,0.1,3
4,984,1,0.16666666666666666,5
4,3407,1,0.8333333333333334,25
5,716,0,0.8,12
5,880,0,0.2,3
5,3718,1,0.9230769230769231,12
5,3719,1,0.07692307692307693,1
6,1869,1,0.16666666666666666,1
6,1889,1,0.6666666666666666,4
6,4065,1,0.16666666666666666,1
7,77,0,0.9666666666666667,29
7,169,0,0.03333333333333333,1
7,832,2,1.0,30
8,1249,1,0.25,1
8,4503,1,0.75,3
8,4599,2,1.0,3
8,2,4,1.0,2
9,2356,0,1.0,1
9,3718,1,1.0,2
9,656,2,1.0,1
10,2787,1,0.8666666666666667,26
10,2788,1,0.13333333333333333,4
10,10,3,0.13333333333333333,4
10,40,3,0.8666666666666667,26
10,3,5,0.6,18
10,40,5,0.26666666666666666,8
10,369,5,0.1,3
10,1242,5,0.03333333333333333,1
13,13,0,0.4444444444444444,8
13,489,0,0.5555555555555556,10
13,2812,2,0.5833333333333334,14
13,3474,2,0.4166666666666667,10
13,2664,3,0.5454545454545454,12
13,3073,3,0.45454545454545453,10
13,13,4,0.52,13
13,489,4,0.48,12
14,14,0,0.36666666666666664,11
14,380,0,0.6333333333333333,19
14,2914,2,0.5333333333333333,16
14,3133,2,0.43333333333333335,13
14,3464,2,0.03333333333333333,1
14,2913,3,0.5333333333333333,16
14,3117,3,0.4666666666666667,14
14,14,4,0.4,12
14,380,4,0.6,18
15,15,0,0.6666666666666666,6
15,914,0,0.3333333333333333,3
15,2895,2,0.7333333333333333,11
15,3667,2,0.26666666666666666,4
15,3412,3,0.36363636363636365,4
15,3576,3,0.5454545454545454,6
15,4063,3,0.09090909090909091,1
15,15,4,0.2631578947368421,5
