from,to,action,p(s),frequency
0,7,5,0.9150999172283315,7739
0,1,3,0.05782192266761263,489
0,1,4,0.02554097197587797,216
0,266,5,0.0009459619250325174,8
0,0,4,0.00011824524062906468,1
0,129,1,0.00023649048125812936,2
0,49,0,0.00011824524062906468,1
0,26,2,0.00011824524062906468,1
1,27,5,0.8800461361014994,2289
1,62,3,0.019223375624759707,50
1,62,4,0.015378700499807767,40
1,7,5,0.08227604767397155,214
1,1,4,0.0015378700499807767,4
1,1,3,0.0007689350249903883,2
1,49,2,0.00038446751249519417,1
1,26,2,0.00038446751249519417,1
2,10,2,0.5389020812962704,3858
2,10,1,0.0005587372538063976,4
2,2,5,0.4302276854309261,3080
2,2,4,0.0008381058807095963,6
2,2,3,0.0002793686269031988,2
2,58,2,0.012711272524095544,91
2,48,5,0.011174745076127951,80
2,48,4,0.0001396843134515994,1
2,13,2,0.0019555803883223913,14
2,6,5,0.00041905294035479815,3
2,225,2,0.0013968431345159939,10
2,291,1,0.0001396843134515994,1
2,300,1,0.0001396843134515994,1
2,416,5,0.0008381058807095963,6
2,556,2,0.0001396843134515994,1
2,529,2,0.0001396843134515994,1
3,21,3,0.44900306748466257,2342
3,8,4,0.15414110429447853,804
3,8,2,0.026840490797546013,140
3,8,5,0.0011503067484662577,6
3,41,3,0.2062883435582822,1076
3,3,4,0.1320935582822086,689
3,3,2,0.010161042944785276,53
3,3,5,0.00019171779141104295,1
3,42,3,0.006134969325153374,32
3,53,4,0.003450920245398773,18
3,59,4,0.0009585889570552147,5
3,59,2,0.0003834355828220859,2
3,59,0,0.0003834355828220859,2
3,59,5,0.00019171779141104295,1
3,133,3,0.0003834355828220859,2
3,126,1,0.0003834355828220859,2
3,71,3,0.0036426380368098157,19
3,39,1,0.0007668711656441718,4
3,134,1,0.0015337423312883436,8
3,179,1,0.0009585889570552147,5
3,293,1,0.0003834355828220859,2
3,11,3,0.00019171779141104295,1
3,44,1,0.00019171779141104295,1
3,19,1,0.00019171779141104295,1
4,22,1,0.0014856130108423687,57
4,22,2,0.028200583819849873,1082
4,24,0,0.26045141784820686,9993
4,23,0,0.04297852376980817,1649
4,4,5,0.6323759382819016,24263
4,4,4,0.005369057547956631,206
4,4,3,0.002658465387823186,102
4,4,1,0.0007819015846538783,30
4,63,5,0.0031015429524603837,119
4,63,4,2.6063386155129273e-05,1
4,91,2,0.014386989157631359,552
4,117,0,0.0009382819015846538,36
4,138,2,0.00015638031693077564,6
4,152,0,0.0004170141784820684,16
4,118,0,0.004196205170975813,161
4,57,0,0.0013031693077564636,50
4,251,2,7.819015846538782e-05,3
4,87,0,7.819015846538782e-05,3
4,218,0,7.819015846538782e-05,3
4,172,5,0.0004691409507923269,18
4,244,0,5.212677231025855e-05,2
4,250,5,0.00018244370308590491,7
4,139,0,0.00015638031693077564,6
4,176,0,2.6063386155129273e-05,1
4,279,0,2.6063386155129273e-05,1
4,186,0,2.6063386155129273e-05,1
5,35,3,0.7676710785694171,2726
5,30,3,0.08138552520416784,289
5,60,4,0.09856378484933821,350
5,60,5,0.02900591382709096,103
5,5,4,0.011546043368065334,41
5,5,5,0.0033793297662630243,12
5,5,1,0.0014080540692762602,5
5,5,0,0.000281610813855252,1
5,135,5,0.00422416220782878,15
5,302,1,0.000281610813855252,1
5,38,3,0.001126443255421008,4
5,47,4,0.000281610813855252,1
5,209,5,0.000563221627710504,2
5,61,1,0.000281610813855252,1
6,10,2,0.9033570701932858,21312
6,2,5,0.0613343506273313,1447
6,2,4,0.0007205832485588335,17
6,2,3,0.000254323499491353,6
6,13,2,0.0049593082400813835,117
6,74,2,0.028653780942692438,676
6,6,5,0.00016954899966090201,4
6,90,5,0.000254323499491353,6
6,90,4,8.477449983045101e-05,2
6,300,1,4.2387249915225503e-05,1
