from,to,action,p(s),frequency
1,11,2,0.9666666666666667,29
1,221,2,0.03333333333333333,1
3,246,1,0.5,15
3,581,1,0.5,15
3,143,2,0.5,15
3,146,2,0.43333333333333335,13
3,457,2,0.03333333333333333,1
3,711,2,0.03333333333333333,1
7,531,1,0.1,3
7,616,1,0.9,27
7,538,2,0.03333333333333333,1
7,564,2,0.8,24
7,586,2,0.16666666666666666,5
7,7,4,0.7333333333333333,22
7,46,4,0.26666666666666666,8
8,8,5,0.8666666666666667,26
8,9,5,0.13333333333333333,4
13,509,5,0.7666666666666667,23
13,513,5,0.23333333333333334,7
16,16,0,0.9,27
16,78,0,0.03333333333333333,1
16,90,0,0.06666666666666667,2
16,78,1,0.9666666666666667,29
16,85,1,0.03333333333333333,1
17,17,0,0.9333333333333333,28
17,58,0,0.06666666666666667,2
22,453,1,0.8666666666666667,26
22,454,1,0.13333333333333333,4
22,75,2,0.23333333333333334,7
22,147,2,0.5666666666666667,17
22,240,2,0.03333333333333333,1
22,255,2,0.16666666666666666,5
23,301,1,0.6,18
23,615,1,0.36666666666666664,11
23,640,1,0.03333333333333333,1
29,303,1,0.9666666666666667,29
29,517,1,0.03333333333333333,1
29,11,2,0.9333333333333333,28
29,221,2,0.06666666666666667,2
29,29,3,1.0,30
29,29,4,0.9333333333333333,28
29,62,4,0.06666666666666667,2
31,301,1,0.7666666666666667,23
31,615,1,0.13333333333333333,4
31,640,1,0.1,3
31,78,2,0.8333333333333334,25
31,297,2,0.06666666666666667,2
31,343,2,0.03333333333333333,1
31,368,2,0.06666666666666667,2
33,372,1,0.3333333333333333,10
33,408,1,0.6666666666666666,20
40,23,0,0.16666666666666666,5
40,40,0,0.8333333333333334,25
40,615,1,0.06666666666666667,2
40,640,1,0.9333333333333333,28
42,517,1,0.5333333333333333,16
42,528,1,0.43333333333333335,13
42,631,1,0.03333333333333333,1
43,262,1,0.2,6
43,528,1,0.8,24
45,472,2,0.36666666666666664,11
45,525,2,0.6,18
45,526,2,0.03333333333333333,1
46,408,1,0.5666666666666667,17
46,531,1,0.43333333333333335,13
46,231,2,0.43333333333333335,13
46,526,2,0.13333333333333333,4
46,538,2,0.03333333333333333,1
46,586,2,0.4,12
46,33,4,0.43333333333333335,13
46,46,4,0.5666666666666667,17
48,320,2,0.7,21
48,527,2,0.3,9
49,2,0,0.3,9
49,49,0,0.7,21
49,246,1,0.26666666666666666,8
49,581,1,0.7333333333333333,22
50,50,0,1.0,30
53,372,1,1.0,30
53,231,2,0.03333333333333333,1
53,472,2,0.4,12
53,525,2,0.5666666666666667,17
59,467,1,1.0,30
62,303,1,0.5263157894736842,10
62,517,1,0.47368421052631576,9
62,11,2,0.23076923076923078,3
62,221,2,0.7692307692307693,10
62,29,3,0.3076923076923077,4
62,62,3,0.6153846153846154,8
62,837,3,0.07692307692307693,1
62,29,4,0.3125,5
62,62,4,0.6875,11
62,29,5,0.2,3
62,62,5,0.8,12
64,220,1,0.7666666666666667,23
64,454,1,0.23333333333333334,7
65,65,5,0.9333333333333333,28
65,790,5,0.06666666666666667,2
67,741,0,0.5294117647058824,9
67,742,0,0.47058823529411764,8
67,456,1,0.38095238095238093,8
67,778,1,0.6190476190476191,13
68,517,1,0.16666666666666666,5
68,528,1,0.7,21
