from,to,action,p(s),frequency
0,9,3,0.5755750273822563,1051
0,15,0,0.2185104052573932,399
0,0,4,0.06078860898138007,111
0,0,1,0.04600219058050383,84
0,8,3,0.035596933187294635,65
0,20,0,0.002190580503833516,4
0,52,3,0.013143483023001095,24
0,35,0,0.01642935377875137,30
0,72,2,0.004381161007667032,8
0,77,0,0.004381161007667032,8
0,14,4,0.002190580503833516,4
0,14,1,0.004381161007667032,8
0,60,4,0.0032858707557502738,6
0,60,1,0.002738225629791895,5
0,131,0,0.007667031763417305,14
0,258,2,0.000547645125958379,1
0,381,5,0.002190580503833516,4
1,2,5,0.6394927536231884,1412
1,1,0,0.2971014492753623,656
1,1,4,0.003170289855072464,7
1,29,3,0.030797101449275364,68
1,49,5,0.020833333333333332,46
1,74,0,0.006340579710144928,14
1,303,1,0.001358695652173913,3
1,62,3,0.0004528985507246377,1
1,523,5,0.0004528985507246377,1
2,2,5,0.047898338220918865,98
2,2,4,0.01906158357771261,39
2,2,0,0.0004887585532746823,1
2,21,3,0.8709677419354839,1782
2,3,3,0.021994134897360705,45
2,146,2,0.029814271749755622,61
2,236,3,0.006842619745845552,14
2,49,5,0.0004887585532746823,1
2,49,4,0.001466275659824047,3
2,143,2,0.0004887585532746823,1
2,246,1,0.0004887585532746823,1
3,53,5,0.3911411411411411,1042
3,33,5,0.5885885885885885,1568
3,49,0,0.0075075075075075074,20
3,3,4,0.0011261261261261261,3
3,3,3,0.003003003003003003,8
3,21,3,0.0015015015015015015,4
3,21,4,0.0007507507507507507,2
3,2,0,0.00487987987987988,13
3,296,5,0.0015015015015015015,4
4,55,3,0.03852002027369488,76
4,66,2,0.17384693360364928,343
4,84,3,0.23010643689812468,454
4,4,4,0.25696908261530665,507
4,4,1,0.12265585402939685,242
4,4,5,0.0005068423720223011,1
4,54,0,0.09883426254434871,195
4,61,4,0.02939685757729346,58
4,61,1,0.010643689812468323,21
4,114,2,0.01875316776482514,37
4,34,0,0.013684744044602128,27
4,241,2,0.0020273694880892043,4
4,136,3,0.0005068423720223011,1
4,94,4,0.0010136847440446021,2
4,116,2,0.0010136847440446021,2
4,220,5,0.0005068423720223011,1
4,319,3,0.0010136847440446021,2
5,5,5,0.15748683220466517,2093
5,5,3,0.21610233258088787,2872
5,5,4,0.07562076749435666,1005
5,25,5,0.033860045146726865,450
5,25,3,0.046501128668171555,618
5,25,4,0.010684725357411587,142
5,20,0,0.3321294206170053,4414
5,36,0,0.06621519939804364,880
5,110,5,0.00015048908954100828,2
5,110,3,0.001053423626787058,14
5,110,4,0.0007524454477050414,10
5,14,1,0.04311512415349887,573
5,13,1,0.007524454477050414,100
5,140,5,0.0007524454477050414,10
5,140,3,0.0006772009029345372,9
5,140,4,0.00015048908954100828,2
5,79,2,0.0034612490594431904,46
5,19,3,0.0006772009029345372,9
5,19,4,0.0002257336343115124,3
5,101,5,0.0007524454477050414,10
5,101,3,0.00030097817908201655,4
5,122,2,0.000526711813393529,7
5,141,0,0.00015048908954100828,2
5,15,0,0.000526711813393529,7
5,317,0,0.0003762227238525207,5
5,161,0,7.524454477050414e-05,1
5,826,1,7.524454477050414e-05,1
5,0,1,7.524454477050414e-05,1
6,19,5,0.3185576481396417,1387
6,48,0,0.2356453835553514,1026
6,41,5,0.3899862195682131,1698
6,76,3,0.011254019292604502,49
6,76,4,0.00022967386311437759,1
6,6,3,0.008268259072117593,36
6,6,4,0.0018373909049150207,8
6,93,0,0.03330271015158475,145
6,237,1,0.00022967386311437759,1
6,320,2,0.00022967386311437759,1
6,223,2,0.00045934772622875517,2
7,38,0,0.24037292257803,593
7,83,0,0.6728820429671666,1660
7,104,5,0.0356708552898257,88
7,121,5,0.04823672476692339,119
7,7,3,0.0016214025131738954,4
7,46,3,0.0012160518848804217,3
8,15,0,0.08378812199036918,261
8,8,3,0.185553772070626,578
8,8,4,0.078330658105939,244
8,35,0,0.48667736757624397,1516
8,60,1,0.08892455858747994,277
8,9,3,0.026645264847512038,83
8,9,4,0.009309791332263243,29
8,37,2,0.02857142857142857,89
8,0,1,0.007062600321027288,22
8,72,2,0.0022471910112359553,7
8,51,4,0.0006420545746388443,2
8,51,3,0.00032102728731942215,1
8,149,0,0.00032102728731942215,1
8,112,2,0.0009630818619582664,3
8,36,0,0.00032102728731942215,1
8,77,0,0.00032102728731942215,1
