from,to,action,p(s),frequency
1,716,0,1.0,20
1,2543,1,0.15,3
1,2560,1,0.1,2
1,3138,1,0.05,1
1,3395,1,0.1,2
1,3396,1,0.6,12
2,2,0,1.0,20
2,51,1,0.4,8
2,4052,1,0.05,1
2,4530,1,0.25,5
2,4811,1,0.3,6
2,4054,2,1.0,20
2,4053,3,0.95,19
2,6448,3,0.05,1
2,2,4,1.0,20
3,713,0,0.05,1
3,983,0,0.65,13
3,1150,0,0.15,3
3,3784,0,0.15,3
3,1291,1,0.5,10
3,3772,1,0.25,5
3,4115,1,0.05,1
3,4116,1,0.2,4
4,984,1,0.25,5
4,4403,1,0.7,14
4,5902,1,0.05,1
5,716,0,0.95,19
5,1491,0,0.05,1
5,2543,1,0.05,1
5,2556,1,0.05,1
5,3339,1,0.05,1
5,3395,1,0.35,7
5,3396,1,0.5,10
7,77,0,1.0,20
7,832,2,1.0,20
8,1249,1,0.16666666666666666,1
8,4530,1,0.8333333333333334,5
8,4054,2,0.8333333333333334,10
8,6929,2,0.16666666666666666,2
8,4053,3,1.0,8
8,2,4,0.6666666666666666,6
8,8,4,0.3333333333333333,3
9,2460,0,1.0,6
9,2469,1,0.1,1
9,2493,1,0.4,4
9,2543,1,0.2,2
9,3396,1,0.3,3
9,323,2,0.2857142857142857,4
9,656,2,0.7142857142857143,10
10,4109,1,0.85,17
10,4110,1,0.15,3
10,10,3,0.15,3
10,40,3,0.85,17
10,3,5,0.65,13
10,40,5,0.25,5
10,369,5,0.1,2
11,11,0,1.0,1
11,1604,3,1.0,1
13,13,0,0.4,8
13,489,0,0.6,12
13,4278,2,0.45,9
13,5275,2,0.5,10
13,6329,2,0.05,1
13,4279,3,0.4,8
13,5276,3,0.6,12
13,13,4,0.6,12
13,489,4,0.4,8
14,14,0,0.2,4
14,380,0,0.8,16
14,4619,2,0.5,10
14,4673,2,0.5,10
14,4618,3,0.65,13
14,4674,3,0.35,7
14,14,4,0.35,7
14,380,4,0.65,13
15,15,0,0.35,7
15,914,0,0.65,13
15,3400,2,0.65,13
15,3527,2,0.25,5
15,4278,2,0.05,1
15,5934,2,0.05,1
15,3014,3,0.35,7
15,3399,3,0.65,13
15,15,4,0.3,6
15,914,4,0.7,14
15,15,5,0.25,5
15,914,5,0.75,15
16,16,0,0.85,17
16,101,0,0.05,1
16,396,0,0.1,2
17,5672,1,0.4,8
17,5673,1,0.6,12
18,102,0,1.0,5
18,28,2,1.0,1
19,19,0,0.875,7
19,661,0,0.125,1
19,6559,2,0.4,6
19,7033,2,0.6,9
19,6558,3,0.2857142857142857,4
19,7268,3,0.7142857142857143,10
19,19,4,0.8888888888888888,8
19,661,4,0.1111111111111111,1
20,3408,1,0.4,8
20,3411,1,0.2,4
20,3977,1,0.05,1
20,3978,1,0.15,3
20,4551,1,0.1,2
20,4553,1,0.1,2
20,1643,2,0.8,16
20,6050,2,0.2,4
20,20,3,0.85,17
20,560,3,0.15,3
20,20,4,0.7,14
20,560,4,0.3,6
20,20,5,0.35,7
20,80,5,0.4,8
20,299,5,0.05,1
20,560,5,0.2,4
21,366,2,1.0,20
22,3062,1,0.5,1
22,7640,1,0.5,1
22,22,4,1.0,4
23,983,0,0.85,17
23,1149,0,0.05,1
23,3784,0,0.1,2
23,1291,1,0.5,10
23,3772,1,0.45,9
23,4125,1,0.05,1
23,23,2,0.5,10
23,713,2,0.5,10
23,23,4,0.55,11
23,713,4,0.45,9
24,24,0,1.0,20
24,6695,2,1.0,20
24,24,4,1.0,20
25,25,0,0.55,11
25,3131,0,0.45,9
27,27,1,1.0,20
27,27,4,1.0,20
27,27,5,1.0,20
28,102,0,1.0,2
28,28,2,1.0,1
28,28,4,1.0,1
29,3845,0,0.8,16
29,4207,0,0.15,3
29,5710,0,0.05,1
29,27,1,0.65,13
29,4193,1,0.3,6
29,5779,1,0.05,1
29,439,2,1.0,20
31,31,0,1.0,6
31,2468,2,1.0,3
32,1250,1,0.75,15
32,1291,1,0.2,4
32,4172,1,0.05,1
37,2910,2,0.05,1
37,2976,2,0.95,19
39,39,1,0.35,7
39,675,1,0.65,13
39,39,4,0.35,7
39,675,4,0.65,13
39,39,5,0.25,5
39,675,5,0.75,15
40,4109,1,0.85,17
40,4110,1,0.15,3
40,10,3,0.3,6
40,40,3,0.4,8
40,4111,3,0.3,6
40,10,4,0.25,5
40,40,4,0.7,14
40,4111,4,0.05,1
41,1301,3,1.0,1
41,41,5,1.0,1
43,2434,2,0.05,1
43,3944,2,0.95,19
44,3845,0,0.2,1
44,4207,0,0.2,1
44,5710,0,0.2,1
44,6964,0,0.4,2
44,44,2,1.0,2
45,914,0,0.75,15
45,3080,0,0.25,5
45,4528,2,0.95,19
45,6053,2,0.05,1
45,45,3,0.75,15
45,4528,3,0.2,4
45,6053,3,0.05,1
46,4108,1,0.85,17
46,4109,1,0.15,3
47,16,0,0.1,2
47,49,0,0.9,18
51,4531,1,0.5,10
51,6091,1,0.5,10
51,1169,3,1.0,20
51,51,4,0.95,19
51,669,4,0.05,1
51,51,5,1.0,20
52,3062,1,1.0,1
53,6561,1,1.0,1
53,961,3,1.0,2
54,4395,1,0.05,1
54,5673,1,0.65,13
54,5902,1,0.3,6
55,55,2,0.05,1
55,115,2,0.05,1
55,170,2,0.05,1
55,276,2,0.8,16
55,2084,2,0.05,1
59,1546,1,1.0,1
60,836,1,0.17647058823529413,3
60,6550,1,0.058823529411764705,1
60,6817,1,0.7647058823529411,13
61,11,0,0.5,1
61,222,0,0.5,1
61,366,2,1.0,1
62,16,0,1.0,20
64,1783,1,0.25,5
64,2080,1,0.7,14
64,2494,1,0.05,1
64,64,3,0.6,12
64,327,3,0.4,8
66,2976,2,0.35,7
66,3771,2,0.65,13
68,716,0,1.0,20
68,2543,1,0.55,11
68,2560,1,0.15,3
68,2566,1,0.1,2
68,3339,1,0.05,1
68,3396,1,0.15,3
68,1203,2,0.05,1
68,1211,2,0.55,11
68,2559,2,0.4,8
68,68,4,0.6,12
68,1203,4,0.4,8
69,6550,1,0.15384615384615385,2
69,6817,1,0.8461538461538461,11
70,4531,1,1.0,1
70,1169,3,1.0,2
70,51,5,1.0,1
72,45,0,0.05,1
72,1158,0,0.55,11
72,4527,0,0.4,8
72,4191,2,0.1,2
72,4360,2,0.9,18
72,4191,3,1.0,20
73,78,1,0.3,6
73,320,1,0.7,14
74,4207,0,0.5,1
74,6964,0,0.5,1
74,5779,1,1.0,1
74,44,2,0.5,1
74,439,2,0.5,1
74,29,4,0.6666666666666666,2
74,74,4,0.3333333333333333,1
75,1320,1,0.05,1
75,3123,1,0.55,11
75,3124,1,0.05,1
75,3334,1,0.35,7
75,3332,2,1.0,20
75,75,4,1.0,20
76,27,1,1.0,6
76,547,3,0.16666666666666666,1
76,674,3,0.8333333333333334,5
76,76,4,1.0,2
76,76,5,1.0,3
77,380,0,1.0,20
77,77,2,1.0,20
78,78,1,0.15,3
78,320,1,0.85,17
80,714,0,0.1,2
80,716,0,0.65,13
80,800,0,0.05,1
80,2409,0,0.2,4
80,2440,1,0.2,4
80,2483,1,0.1,2
80,2628,1,0.05,1
80,2629,1,0.2,4
80,2903,1,0.05,1
80,3395,1,0.05,1
80,3396,1,0.15,3
80,3426,1,0.15,3
80,3451,1,0.05,1
81,3845,0,0.6666666666666666,2
81,4827,0,0.3333333333333333,1
81,39,1,0.5,1
81,675,1,0.5,1
81,81,2,0.25,1
81,362,2,0.25,1
81,1189,2,0.5,2
81,362,4,1.0,2
82,4528,2,1.0,2
82,6053,3,1.0,1
83,98,0,0.65,13
83,278,0,0.35,7
83,4494,2,0.15,3
83,4495,2,0.8,16
83,5903,2,0.05,1
83,4494,3,1.0,20
84,2977,1,0.3,6
84,3419,1,0.7,14
85,2460,0,1.0,1
85,2493,1,1.0,1
85,656,2,1.0,1
85,9,4,1.0,3
90,90,4,0.5,1
90,1207,4,0.5,1
91,91,0,0.65,13
91,878,0,0.35,7
91,1781,2,0.65,13
91,1782,2,0.35,7
94,233,1,0.25,1
94,675,1,0.75,3
94,676,4,1.0,4
94,676,5,1.0,4
95,90,4,1.0,1
96,4612,1,0.3333333333333333,5
96,6014,1,0.6666666666666666,10
98,489,0,1.0,20
98,98,2,1.0,20
98,98,3,1.0,20
102,31,0,0.05,1
102,102,0,0.8,16
102,716,0,0.15,3
104,14,0,0.35,7
104,380,0,0.65,13
104,77,2,0.65,13
104,104,2,0.35,7
107,515,1,0.5,1
107,859,1,0.5,1
108,2158,2,1.0,1
109,576,1,0.35,7
109,2757,1,0.15,3
109,4281,1,0.5,10
