from,to,action,p(s),frequency
0,49,0,0.9,18
0,62,0,0.1,2
0,26,2,1.0,20
1,49,0,0.85,17
1,62,0,0.15,3
1,26,1,0.15,3
1,129,1,0.05,1
1,486,1,0.7,14
1,589,1,0.1,2
2,225,0,1.0,20
5,5,0,0.45,9
5,17,0,0.15,3
5,30,0,0.05,1
5,253,0,0.35,7
5,5,2,0.1,2
5,17,2,0.35,7
5,47,2,0.05,1
5,60,2,0.35,7
5,253,2,0.15,3
7,54,0,1.0,20
7,197,1,0.1,2
7,401,1,0.05,1
7,569,1,0.35,7
7,611,1,0.35,7
7,618,1,0.15,3
8,8,5,0.05,1
8,25,5,0.9,18
8,249,5,0.05,1
9,290,0,0.85,17
9,384,0,0.15,3
11,34,0,0.3,6
11,289,0,0.7,14
12,34,0,0.05,1
12,289,0,0.75,15
12,384,0,0.05,1
12,417,0,0.15,3
14,14,0,0.1,2
14,20,0,0.9,18
14,20,1,0.25,5
14,52,1,0.25,5
14,85,1,0.45,9
14,465,1,0.05,1
14,14,3,0.45,9
14,43,3,0.55,11
19,19,1,0.45,9
19,99,1,0.4,8
19,129,1,0.15,3
19,233,5,0.1,2
19,248,5,0.35,7
19,286,5,0.05,1
19,590,5,0.5,10
20,14,3,0.75,15
20,43,3,0.25,5
25,99,1,0.2,4
25,129,1,0.8,16
25,26,2,1.0,20
26,49,2,1.0,20
27,14,0,0.1,2
27,20,0,0.9,18
27,598,1,0.75,15
27,606,1,0.15,3
27,612,1,0.1,2
29,218,0,0.9,18
29,460,0,0.1,2
29,29,3,0.95,19
29,460,3,0.05,1
31,16,0,0.05,1
31,17,0,0.95,19
32,40,0,1.0,20
35,17,0,0.85,17
35,32,0,0.15,3
35,69,1,0.35,7
35,122,1,0.25,5
35,224,1,0.4,8
38,18,0,1.0,20
39,39,1,0.25,5
39,129,1,0.75,15
39,39,5,0.35,7
39,129,5,0.65,13
40,40,0,1.0,20
42,42,0,0.05,1
42,53,0,0.3,6
42,59,0,0.1,2
42,71,0,0.1,2
42,289,0,0.15,3
42,417,0,0.2,4
42,473,0,0.05,1
42,484,0,0.05,1
43,20,0,1.0,20
43,85,1,0.4,8
43,455,1,0.2,4
43,465,1,0.4,8
43,43,3,1.0,20
45,45,0,0.15,3
45,209,0,0.75,15
45,365,0,0.1,2
45,13,1,0.05,1
45,209,1,0.05,1
45,603,1,0.55,11
45,634,1,0.1,2
45,638,1,0.25,5
45,2,3,0.05,1
45,43,3,0.05,1
45,45,3,0.25,5
45,50,3,0.65,13
46,10,0,1.0,20
48,10,0,0.05,1
48,58,0,0.9,18
48,471,0,0.05,1
48,360,1,0.1,2
48,405,1,0.15,3
48,442,1,0.75,15
48,2,3,0.05,1
48,46,3,0.95,19
50,2,0,0.05,1
50,10,0,0.95,19
50,263,1,0.2,4
50,291,1,0.15,3
50,300,1,0.65,13
51,18,0,1.0,20
51,444,1,1.0,20
53,53,0,0.15,3
53,59,0,0.3,6
53,384,0,0.35,7
53,417,0,0.2,4
54,20,0,0.35,7
54,54,0,0.65,13
54,20,1,0.15,3
54,54,1,0.5,10
54,569,1,0.1,2
54,598,1,0.2,4
54,606,1,0.05,1
55,290,0,0.9,18
55,384,0,0.05,1
55,422,0,0.05,1
56,88,0,0.05,1
56,289,0,0.15,3
56,599,0,0.35,7
56,610,0,0.45,9
56,24,5,0.05,1
56,56,5,0.3,6
56,57,5,0.2,4
56,79,5,0.05,1
56,88,5,0.25,5
56,128,5,0.05,1
56,184,5,0.05,1
56,192,5,0.05,1
57,57,0,0.45,9
57,186,0,0.1,2
57,219,0,0.05,1
57,530,0,0.35,7
57,531,0,0.05,1
58,10,0,0.25,5
58,48,0,0.05,1
58,58,0,0.2,4
58,471,0,0.5,10
59,26,0,0.5,10
59,59,0,0.15,3
59,384,0,0.35,7
59,8,5,0.1,2
59,26,5,0.55,11
59,59,5,0.1,2
59,384,5,0.25,5
60,17,0,0.95,19
60,47,0,0.05,1
60,69,1,0.7,14
60,122,1,0.1,2
60,224,1,0.15,3
60,302,1,0.05,1
60,61,2,1.0,20
62,18,0,0.4,8
62,49,0,0.45,9
62,62,0,0.1,2
62,83,0,0.05,1
64,227,0,0.65,13
64,424,0,0.05,1
64,529,0,0.05,1
64,585,0,0.25,5
65,10,0,0.9,18
65,58,0,0.05,1
65,471,0,0.05,1
66,16,0,0.5,2
66,66,0,0.5,2
66,16,2,1.0,1
66,16,5,0.75,3
66,66,5,0.25,1
67,67,0,0.2,4
67,196,0,0.05,1
67,200,0,0.5,10
67,211,0,0.05,1
67,227,0,0.05,1
67,424,0,0.05,1
67,585,0,0.1,2
67,112,1,0.1,2
67,187,1,0.05,1
67,200,1,0.1,2
67,378,1,0.15,3
67,379,1,0.1,2
67,381,1,0.25,5
67,655,1,0.1,2
67,668,1,0.05,1
67,669,1,0.1,2
69,28,1,0.05,1
69,69,1,0.95,19
69,69,2,0.95,19
69,478,2,0.05,1
69,69,5,0.8,16
69,300,5,0.15,3
69,467,5,0.05,1
71,1,0,0.15,3
71,26,0,0.3,6
71,59,0,0.35,7
71,384,0,0.05,1
71,484,0,0.15,3
74,75,0,0.15,3
74,227,0,0.85,17
75,227,0,1.0,20
77,9,0,0.05,1
77,88,0,0.95,19
77,77,5,0.9,18
77,88,5,0.05,1
77,249,5,0.05,1
78,78,1,0.15,3
78,84,1,0.85,17
79,9,0,0.08333333333333333,1
79,34,0,0.08333333333333333,1
79,56,0,0.6666666666666666,8
79,88,0,0.16666666666666666,2
79,77,2,0.07142857142857142,1
79,79,2,0.9285714285714286,13
79,79,5,0.9230769230769231,12
79,139,5,0.07692307692307693,1
81,81,1,1.0,20
81,81,3,1.0,20
83,18,0,0.35,7
83,83,0,0.65,13
85,85,1,1.0,20
85,85,2,1.0,20
85,465,3,1.0,20
85,85,4,1.0,20
85,85,5,0.5,10
85,444,5,0.15,3
85,453,5,0.35,7
88,88,0,0.7,14
88,290,0,0.1,2
88,592,0,0.05,1
88,599,0,0.15,3
88,9,5,0.2,4
88,77,5,0.05,1
88,88,5,0.65,13
88,599,5,0.1,2
90,75,0,0.15,3
90,227,0,0.85,17
91,4,1,1.0,20
94,338,0,1.0,20
94,444,1,0.95,19
94,453,1,0.05,1
95,678,0,1.0,2
96,9,0,0.3,6
96,88,0,0.7,14
97,372,3,0.7857142857142857,11
97,414,3,0.21428571428571427,3
97,97,4,0.75,9
97,336,4,0.25,3
