from,to,action,p(s),frequency
0,0,4,0.5,1
0,2197,4,0.5,1
1,1658,2,0.6666666666666666,4
1,1660,2,0.16666666666666666,1
1,2497,2,0.16666666666666666,1
4,121,3,1.0,1
4,4,4,1.0,1
6,1658,2,1.0,22
8,8,0,0.38181818181818183,21
8,110,0,0.09090909090909091,5
8,539,0,0.18181818181818182,10
8,2199,0,0.34545454545454546,19
8,1619,1,0.2608695652173913,12
8,2199,1,0.30434782608695654,14
8,2354,1,0.41304347826086957,19
8,2415,1,0.021739130434782608,1
8,8,3,0.8085106382978723,38
8,110,3,0.1702127659574468,8
8,2416,3,0.02127659574468085,1
8,8,4,0.5555555555555556,25
8,110,4,0.4444444444444444,20
10,3624,2,1.0,1
15,1658,2,0.8823529411764706,15
15,1670,2,0.11764705882352941,2
18,1610,0,0.5588235294117647,19
18,1827,0,0.4411764705882353,15
18,18,1,0.46511627906976744,20
18,191,1,0.4418604651162791,19
18,1838,1,0.023255813953488372,1
18,2157,1,0.06976744186046512,3
18,1567,2,0.9047619047619048,38
18,1774,2,0.09523809523809523,4
18,18,4,0.6296296296296297,34
18,135,4,0.37037037037037035,20
18,18,5,0.6721311475409836,41
18,135,5,0.32786885245901637,20
19,792,1,1.0,2
19,1740,2,1.0,1
25,171,2,0.125,1
25,2957,2,0.25,2
25,3260,2,0.125,1
25,3262,2,0.25,2
25,3736,2,0.125,1
25,3737,2,0.125,1
43,918,1,0.2627118644067797,31
43,1574,1,0.23728813559322035,28
43,1621,1,0.059322033898305086,7
43,1701,1,0.4152542372881356,49
43,1893,1,0.00847457627118644,1
43,2358,1,0.00847457627118644,1
43,3248,1,0.00847457627118644,1
43,43,4,0.7318840579710145,101
43,98,4,0.2536231884057971,35
43,2442,4,0.007246376811594203,1
43,2939,4,0.007246376811594203,1
46,1502,2,1.0,5
48,48,2,1.0,6
48,48,4,0.8333333333333334,5
48,544,4,0.16666666666666666,1
48,48,5,1.0,8
49,1658,2,1.0,2
49,93,3,1.0,2
50,759,2,1.0,1
54,1740,2,1.0,1
56,56,1,1.0,1
56,134,3,1.0,1
56,56,5,1.0,1
60,2684,2,1.0,1
60,67,4,1.0,1
63,73,1,0.26666666666666666,4
63,1700,1,0.5333333333333333,8
63,2159,1,0.06666666666666667,1
63,2325,1,0.06666666666666667,1
63,2617,1,0.06666666666666667,1
63,1655,2,0.9285714285714286,13
63,2117,2,0.07142857142857142,1
63,63,4,0.6,9
63,130,4,0.4,6
67,2259,1,0.6666666666666666,2
67,2627,1,0.3333333333333333,1
67,2684,2,1.0,2
67,67,4,1.0,1
70,70,0,0.9466666666666667,710
70,1647,0,0.024,18
70,1761,0,0.025333333333333333,19
70,2202,0,0.0026666666666666666,2
70,3073,0,0.0013333333333333333,1
70,70,1,0.02445302445302445,19
70,1568,1,0.8674388674388674,674
70,1569,1,0.029601029601029602,23
70,1725,1,0.002574002574002574,2
70,1762,1,0.06563706563706563,51
70,1917,1,0.002574002574002574,2
70,1990,1,0.001287001287001287,1
70,2283,1,0.006435006435006435,5
70,1567,2,0.9570707070707071,758
70,1648,2,0.017676767676767676,14
70,1718,2,0.022727272727272728,18
70,2195,2,0.0025252525252525255,2
70,70,4,0.9468791500664011,713
70,1647,4,0.027888446215139442,21
70,1761,4,0.0199203187250996,15
70,2202,4,0.005312084993359893,4
73,73,1,0.35106382978723405,33
73,1700,1,0.5212765957446809,49
73,2159,1,0.0425531914893617,4
73,2325,1,0.0425531914893617,4
73,2617,1,0.010638297872340425,1
